date,1. open,2. high,3. low,4. close,5. volume
2020-06-03 12:45:00,166.88,166.9,166.72,166.8516,51667.0
2020-06-03 12:44:00,167.01,167.15,166.71,166.86,97358.0
2020-06-03 12:43:00,167.425,167.48,166.85,167.01,142313.0
2020-06-03 12:42:00,166.69,167.45,166.67,167.44,157844.0
2020-06-03 12:41:00,166.325,166.7,166.3159,166.69,86707.0
2020-06-03 12:40:00,166.11,166.47,166.1,166.3499,84560.0
2020-06-03 12:39:00,165.7201,166.34,165.71,166.12,98211.0
2020-06-03 12:38:00,165.8496,166.0252,165.71,165.755,69150.0
2020-06-03 12:37:00,166.1544,166.16,165.69,165.817,78377.0
2020-06-03 12:36:00,166.3277,166.4,165.84,166.1301,137273.0
2020-06-03 12:35:00,166.57,166.65,166.31,166.31,72542.0
2020-06-03 12:34:00,166.44,166.65,166.33,166.55,62629.0
2020-06-03 12:33:00,166.695,166.9,166.4001,166.44,108344.0
2020-06-03 12:32:00,166.5791,166.7217,166.28,166.7217,116164.0
2020-06-03 12:31:00,166.1461,166.66,166.1461,166.5631,209760.0
2020-06-03 12:30:00,165.6438,166.33,165.515,166.15,217924.0
2020-06-03 12:29:00,165.31,165.6823,165.27,165.651,124586.0
2020-06-03 12:28:00,165.705,165.74,165.1101,165.28,137120.0
2020-06-03 12:27:00,165.17,165.7199,165.1663,165.65,181223.0
2020-06-03 12:26:00,164.96,165.38,164.96,165.1873,155431.0
2020-06-03 12:25:00,165.4,165.4,164.87,164.9575,230751.0
2020-06-03 12:24:00,165.6156,165.8,165.2166,165.41,164575.0
2020-06-03 12:23:00,165.47,165.88,165.3701,165.621,189700.0
2020-06-03 12:22:00,165.9204,165.99,165.42,165.49,206135.0
2020-06-03 12:21:00,166.34,166.5063,165.36,165.9,424867.0
2020-06-03 12:20:00,166.1869,166.5799,166.18,166.35,133854.0
2020-06-03 12:19:00,166.1807,166.58,166.17,166.2,117800.0
2020-06-03 12:18:00,166.6552,166.8,166.1838,166.2415,146712.0
2020-06-03 12:17:00,166.9398,167.059,166.57,166.6572,118609.0
2020-06-03 12:16:00,167.0539,167.1,166.8009,166.94,88383.0
2020-06-03 12:15:00,167.27,167.36,166.98,167.23,93735.0
2020-06-03 12:14:00,167.14,167.398,167.09,167.285,90048.0
2020-06-03 12:13:00,167.08,167.16,166.79,167.15,115770.0
2020-06-03 12:12:00,167.245,167.429,167.05,167.14,80742.0
2020-06-03 12:11:00,167.08,167.46,166.9995,167.2435,145230.0
2020-06-03 12:10:00,166.9639,167.1,166.6606,166.8236,121578.0
2020-06-03 12:09:00,167.5183,167.64,166.845,166.955,153498.0
2020-06-03 12:08:00,167.52,167.76,167.3,167.69,134299.0
2020-06-03 12:07:00,168.0965,168.1,167.72,167.94,103184.0
2020-06-03 12:06:00,167.88,168.15,167.864,168.09,82722.0
2020-06-03 12:05:00,168.5382,168.57,167.74,167.8992,132431.0
2020-06-03 12:04:00,168.64,168.69,168.38,168.5607,92633.0
2020-06-03 12:03:00,168.555,168.71,168.21,168.6599,131467.0
2020-06-03 12:02:00,168.145,168.61,168.13,168.5301,172904.0
2020-06-03 12:01:00,167.57,168.18,167.5179,168.15,141066.0
2020-06-03 12:00:00,167.62,167.88,167.49,167.58,69707.0
2020-06-03 11:59:00,168.0565,168.07,167.5701,167.6101,113188.0
2020-06-03 11:58:00,167.37,168.1,167.32,168.06,190460.0
2020-06-03 11:57:00,167.43,167.5,167.06,167.35,138705.0
2020-06-03 11:56:00,166.98,167.49,166.71,167.4046,190207.0
2020-06-03 11:55:00,166.755,167.03,166.5,166.9569,219845.0
2020-06-03 11:54:00,167.23,167.25,166.63,166.7477,259718.0
2020-06-03 11:53:00,167.4499,167.4548,167.05,167.24,191329.0
2020-06-03 11:52:00,167.595,167.7,167.28,167.4,152994.0
2020-06-03 11:51:00,167.4783,167.86,167.4696,167.595,167892.0
2020-06-03 11:50:00,167.6509,167.886,167.36,167.37,198406.0
2020-06-03 11:49:00,168.0201,168.26,167.57,167.6371,145203.0
2020-06-03 11:48:00,168.5599,168.5599,167.75,168.0999,244460.0
2020-06-03 11:47:00,168.5081,168.6577,168.4,168.5001,95086.0
2020-06-03 11:46:00,168.568,168.81,168.335,168.57,129365.0
2020-06-03 11:45:00,168.5701,168.75,168.36,168.55,106714.0
2020-06-03 11:44:00,168.99,169.0,168.34,168.585,146957.0
2020-06-03 11:43:00,168.9101,169.0,168.7301,168.9959,188189.0
2020-06-03 11:42:00,168.54,168.99,168.22,168.94,173854.0
2020-06-03 11:41:00,168.3009,168.6,168.1,168.52,167894.0
2020-06-03 11:40:00,168.1828,168.5998,168.01,168.303,171868.0
2020-06-03 11:39:00,167.77,168.4,167.7601,168.16,194179.0
2020-06-03 11:38:00,168.535,168.6699,167.76,167.76,288537.0
2020-06-03 11:37:00,169.3489,169.38,168.25,168.5415,323424.0
2020-06-03 11:36:00,169.4,169.49,168.92,169.34,290726.0
2020-06-03 11:35:00,168.7,169.479,168.69,169.435,320111.0
2020-06-03 11:34:00,168.5494,168.8799,168.28,168.7,293761.0
2020-06-03 11:33:00,168.0,168.7,167.66,168.4969,346954.0
2020-06-03 11:32:00,167.5945,168.0,167.45,168.0,302420.0
2020-06-03 11:31:00,166.66,167.65,166.66,167.5863,395180.0
2020-06-03 11:30:00,166.3899,166.66,166.36,166.66,88077.0
2020-06-03 11:29:00,166.6,166.7499,166.32,166.3601,121515.0
2020-06-03 11:28:00,166.2352,166.75,166.17,166.6297,140655.0
2020-06-03 11:27:00,166.1178,166.38,165.95,166.25,145452.0
2020-06-03 11:26:00,166.415,166.45,166.02,166.0901,110039.0
2020-06-03 11:25:00,166.4798,166.49,166.2,166.3601,98463.0
2020-06-03 11:24:00,166.6,166.76,166.27,166.44,178002.0
2020-06-03 11:23:00,165.99,166.63,165.9611,166.6299,174559.0
2020-06-03 11:22:00,166.15,166.18,165.85,165.9649,204267.0
2020-06-03 11:21:00,166.5,166.68,166.0302,166.1725,168331.0
2020-06-03 11:20:00,166.8399,166.84,166.2566,166.4576,142001.0
2020-06-03 11:19:00,166.4,166.86,166.33,166.81,146149.0
2020-06-03 11:18:00,166.61,166.88,166.34,166.4251,251126.0
2020-06-03 11:17:00,165.8,166.72,165.8,166.6328,300383.0
2020-06-03 11:16:00,165.8546,165.8893,165.52,165.8297,168306.0
2020-06-03 11:15:00,165.83,165.97,165.55,165.87,139728.0
2020-06-03 11:14:00,165.885,165.885,165.52,165.84,189092.0
2020-06-03 11:13:00,165.5825,166.15,165.5242,165.87,238017.0
2020-06-03 11:12:00,165.46,165.6795,165.19,165.51,163201.0
2020-06-03 11:11:00,165.11,165.88,165.0801,165.42,236907.0
2020-06-03 11:10:00,164.966,165.37,164.75,165.124,332023.0
2020-06-03 11:09:00,164.61,165.0,164.57,164.9499,232184.0
2020-06-03 11:08:00,164.24,164.68,164.2,164.57,207098.0
2020-06-03 11:07:00,163.89,164.3699,163.85,164.23,226442.0
2020-06-03 11:06:00,163.35,163.95,163.2338,163.949,201702.0
2020-06-03 11:05:00,162.85,163.36,162.84,163.3254,132945.0
2020-06-03 11:04:00,163.055,163.1799,162.64,162.835,129410.0
2020-06-03 11:03:00,163.03,163.18,162.84,163.0312,75512.0
2020-06-03 11:02:00,163.06,163.28,162.98,163.01,127748.0
2020-06-03 11:01:00,162.95,163.19,162.83,163.01,84889.0
2020-06-03 11:00:00,162.9,163.0799,162.86,162.9745,76284.0
2020-06-03 10:59:00,163.036,163.0899,162.83,162.9,94171.0
2020-06-03 10:58:00,163.05,163.1458,162.83,163.06,87616.0
2020-06-03 10:57:00,163.295,163.33,162.97,163.03,83714.0
2020-06-03 10:56:00,163.1,163.5,163.1,163.2865,95190.0
2020-06-03 10:55:00,163.07,163.15,162.93,163.0685,65705.0
2020-06-03 10:54:00,162.9894,163.18,162.8201,162.9499,72242.0
2020-06-03 10:53:00,163.2417,163.2799,162.81,162.91,146242.0
2020-06-03 10:52:00,163.39,163.63,163.14,163.2379,133263.0
2020-06-03 10:51:00,163.29,163.43,163.1158,163.4,105291.0
2020-06-03 10:50:00,163.28,163.3224,163.02,163.2174,94681.0
2020-06-03 10:49:00,163.0107,163.49,162.96,163.31,115104.0
2020-06-03 10:48:00,163.2091,163.42,162.95,162.96,141999.0
2020-06-03 10:47:00,163.1899,163.2299,162.948,163.2299,174098.0
2020-06-03 10:46:00,162.9579,163.0,162.76,162.9856,119753.0
2020-06-03 10:45:00,162.65,163.0,162.62,162.965,161042.0
2020-06-03 10:44:00,162.2899,162.81,162.23,162.683,175376.0
2020-06-03 10:43:00,162.01,162.31,161.8,162.2405,113660.0
2020-06-03 10:42:00,161.96,162.058,161.7601,162.0056,91151.0
2020-06-03 10:41:00,161.7,162.13,161.6784,161.96,147492.0
2020-06-03 10:40:00,161.57,161.83,161.42,161.73,113136.0
2020-06-03 10:39:00,161.74,161.87,161.26,161.5699,210120.0
2020-06-03 10:38:00,161.9541,162.07,161.71,161.8772,133341.0
2020-06-03 10:37:00,162.17,162.2647,161.91,161.9301,125509.0
2020-06-03 10:36:00,162.1901,162.44,162.17,162.2999,94194.0
2020-06-03 10:35:00,162.1801,162.395,161.98,162.2474,164739.0
2020-06-03 10:34:00,162.44,162.5,162.0207,162.22,145690.0
2020-06-03 10:33:00,161.87,162.63,161.87,162.47,290040.0
2020-06-03 10:32:00,161.89,161.99,161.63,161.8673,120295.0
2020-06-03 10:31:00,161.87,162.0,161.38,161.9291,213062.0
2020-06-03 10:30:00,161.5419,161.94,161.34,161.83,247070.0
2020-06-03 10:29:00,161.3819,161.917,161.35,161.81,216965.0
2020-06-03 10:28:00,160.89,161.26,160.71,161.1612,213619.0
2020-06-03 10:27:00,160.71,161.0,160.51,160.91,141406.0
2020-06-03 10:26:00,160.32,160.76,160.27,160.725,178758.0
2020-06-03 10:25:00,159.875,160.34,159.8596,160.2708,278228.0
2020-06-03 10:24:00,159.63,159.96,159.62,159.8708,54203.0
2020-06-03 10:23:00,159.715,159.95,159.56,159.6401,74345.0
2020-06-03 10:22:00,159.7247,159.97,159.68,159.7,114699.0
2020-06-03 10:21:00,159.87,160.0,159.7,159.71,140648.0
2020-06-03 10:20:00,159.68,159.98,159.5338,159.8401,183571.0
2020-06-03 10:19:00,159.3,159.79,159.3,159.69,166491.0
2020-06-03 10:18:00,159.1,159.3944,159.0507,159.3038,95931.0
2020-06-03 10:17:00,159.07,159.24,158.9597,159.09,69354.0
2020-06-03 10:16:00,159.1731,159.28,158.84,159.02,148490.0
2020-06-03 10:15:00,159.35,159.44,159.1033,159.16,79691.0
2020-06-03 10:14:00,159.3325,159.5,159.24,159.4,111123.0
2020-06-03 10:13:00,159.08,159.4,159.04,159.335,94600.0
2020-06-03 10:12:00,159.13,159.23,158.92,159.06,99086.0
2020-06-03 10:11:00,159.22,159.2483,158.85,159.1512,105443.0
2020-06-03 10:10:00,159.2338,159.53,158.95,159.27,133930.0
2020-06-03 10:09:00,159.39,159.65,159.24,159.265,153655.0
2020-06-03 10:08:00,159.28,159.48,159.06,159.39,141712.0
2020-06-03 10:07:00,158.9525,159.3,158.82,159.28,104017.0
2020-06-03 10:06:00,159.0,159.04,158.64,158.99,175238.0
2020-06-03 10:05:00,159.165,159.3399,158.927,159.04,127002.0
2020-06-03 10:04:00,159.03,159.37,159.0,159.2299,134068.0
2020-06-03 10:03:00,159.065,159.2,158.7106,159.02,146438.0
2020-06-03 10:02:00,158.96,159.09,158.6805,159.0576,202700.0
2020-06-03 10:01:00,158.467,158.99,158.467,158.9427,158539.0
2020-06-03 10:00:00,158.52,158.6,158.4,158.445,108317.0
2020-06-03 09:59:00,158.5252,158.58,158.32,158.52,180347.0
2020-06-03 09:58:00,158.12,158.35,158.03,158.32,195352.0
2020-06-03 09:57:00,157.86,158.01,157.57,157.735,160224.0
2020-06-03 09:56:00,157.2761,157.87,157.2761,157.8,140810.0
2020-06-03 09:55:00,157.3899,157.43,157.12,157.2601,84503.0
2020-06-03 09:54:00,157.715,157.73,157.26,157.4,106845.0
2020-06-03 09:53:00,157.515,157.73,157.355,157.6978,93030.0
2020-06-03 09:52:00,157.45,157.61,157.29,157.53,119372.0
2020-06-03 09:51:00,157.15,157.54,157.1,157.4416,138022.0
2020-06-03 09:50:00,156.81,157.225,156.7503,157.13,107582.0
2020-06-03 09:49:00,156.98,157.2,156.81,156.849,86743.0
2020-06-03 09:48:00,157.02,157.27,156.8005,156.884,129654.0
2020-06-03 09:47:00,156.8234,157.25,156.8,157.0494,139712.0
2020-06-03 09:46:00,156.6451,157.025,156.45,156.808,124173.0
2020-06-03 09:45:00,156.2595,156.7898,156.2595,156.6927,82116.0
2020-06-03 09:44:00,156.41,156.6276,156.2,156.3,64776.0
2020-06-03 09:43:00,155.93,156.52,155.87,156.3527,123019.0
2020-06-03 09:42:00,156.5175,156.65,155.9,155.9226,129957.0
2020-06-03 09:41:00,156.26,156.8272,156.26,156.56,154704.0
2020-06-03 09:40:00,155.59,156.37,155.59,156.26,141380.0
2020-06-03 09:39:00,156.13,156.25,155.5076,155.5429,120224.0
2020-06-03 09:38:00,155.9107,156.32,155.49,156.155,177867.0
2020-06-03 09:37:00,156.85,156.85,155.9,155.9219,249179.0
2020-06-03 09:36:00,157.5156,157.65,156.7,156.8025,181492.0
2020-06-03 09:35:00,157.285,157.57,156.92,157.57,144629.0
2020-06-03 09:34:00,157.46,157.54,156.74,157.31,199268.0
2020-06-03 09:33:00,157.99,158.07,157.23,157.395,209905.0
2020-06-03 09:32:00,157.5596,158.08,157.25,157.969,292242.0
2020-06-03 09:31:00,157.1,157.66,156.67,157.5619,877021.0
